2021년도 수시(13차) UNIST 전임교수 초빙(에너지화학공학과 추가),2022.01.04,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2022040602407377&disclosureNo=2022040602407377
UNIST정보바이오융합대학 연구원 채용공고(2022/1차),2022.01.04,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2022010302361740&disclosureNo=2022010302361740
UNIST 게놈산업기술센터 2022년 1차 연구원 채용 공고,2022.01.04,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2022010302361699&disclosureNo=2022010302361699
울산과학기술원 공과대학 반도체 소재·부품 대학원 산학협력중점교수 채용공고,2021.12.28,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021122702358956&disclosureNo=2021122702358956
울산과학기술원(UNIST) 산학협력단 기술사업화팀 연구원 채용 공고,2021.12.28,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021122702359083&disclosureNo=2021122702359083
2022-1차 자연과학대학 연구원 채용 공고,2021.12.23,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021122302358149&disclosureNo=2021122302358149
울산과학기술원 헬스케어센터 초빙교수(의사) 채용 재공고,2021.12.20,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021122002356969&disclosureNo=2021122002356969
2021년 UNIST 임시 클리닉 개원 간호사 채용 재공고,2021.12.20,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021122002356641&disclosureNo=2021122002356641
2021년도 수시(12차) UNIST 전임교수 초빙(인공지능대학원 추가),2021.12.15,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021121502355311&disclosureNo=2021121502355311
공과대학 연구원 채용 공고 (2021년 14차),2021.12.13,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021121302353971&disclosureNo=2021121302353971
UNIST 게놈산업기술센터 2021년 9차 연구원 채용 공고,2021.12.10,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021120902352779&disclosureNo=2021120902352779
UNIST정보바이오융합대학 연구원 채용공고(2021/13차),2021.12.03,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021120302350264&disclosureNo=2021120302350264
UNIST 에너지화학공학과 연구조교수 채용 공고,2021.12.01,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021120102349085&disclosureNo=2021120102349085
UNIST 연구지원본부 기술지원팀 휴직대체인력 채용 공고,2021.12.02,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021120102349071&disclosureNo=2021120102349071
2021년 UNIST 임시 클리닉 개원 간호사 채용 공고,2021.12.01,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021113002348604&disclosureNo=2021113002348604
